SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
TIA|TRANSIENT ISCHEMIC ATTACKS|C0007787|||C0007787|CST|||
TIA|Tacca leontopetaloides|C1054154|||C1054154|MTH;NCBI|||
TIA|Tacca leontopetaloides (L.) Kuntze|C1054154|||C1054154|NCBI|||
TIA|Tacca pinnatifida|C1054154|||C1054154|NCBI|||
TIA|Tacca pinnatifida J.R.Forst. & G.Forst.||||C1054154|NCBI|||
TIA|Temporary cerebral vascular dysfunction|C0007787|||C0007787|SNOMEDCT|||
TIA|Test Anxiety Inventory||||||||1
TIA|Thrombosis-inducing activity||||||1|0.0131|
TIA|Trans cereb ischemia NOS||||C0917805|ICD9CM|||
TIA|Transient Cerebral Ischemia|C0007787;C0917805|||C0917805|COSTAR;MSH;MTH|||
TIA|Transient Cerebral Ischemias|C0917805|||C0917805|MSH|||
TIA|Transient Ischemic Attack|C0007787|||C0007787|MEDLINEPLUS;MSH;MTH;NCI;NDFRT|||
TIA|Transient Ischemic Attacks|C0007787|||C0007787|MSH|||
TIA|Transient cer. ischaem.||||C0917805|SNOMEDCT|||
TIA|Transient cer. ischem.||||C0917805|SNOMEDCT|||
TIA|Transient cerebral ischaemia|C0007787;C0917805|||C0007787|SNOMEDCT|||
TIA|Transient cerebral ischaemia NOS|C0007787;C0917805|||C0007787;C0917805|SNOMEDCT|||
TIA|Transient cerebral ischaemia NOS (disorder)||||C0007787|SNOMEDCT|||
TIA|Transient cerebral ischaemia, NOS|C0007787;C0917805|||C0007787|SNOMEDCT|||
TIA|Transient cerebral ischemia|C0007787;C0917805|||C0007787;C0917805|CCS;ICD9CM;ICPC;SNOMEDCT|||
TIA|Transient cerebral ischemia (disorder)||||C0007787|SNOMEDCT|||
TIA|Transient cerebral ischemia (disorder) [Ambiguous]||||C0007787|SNOMEDCT|||
TIA|Transient cerebral ischemia NOS|C0007787;C0917805|||C0007787;C0917805|SNOMEDCT|||
TIA|Transient cerebral ischemia NOS (disorder)||||C0917805|SNOMEDCT|||
TIA|Transient cerebral ischemia, NOS|C0007787;C0917805|||C0007787|SNOMEDCT|||
TIA|Transient ischaemic attack|C0007787|||C0007787|SNOMEDCT|||
TIA|Transient ischaemic attacks|C0007787|||C0007787|SNOMEDCT|||
TIA|Transient ischemic attack|C0007787|||C0007787|LNC;MTHICD9;OMIM;SNOMEDCT|||
TIA|Transient ischemic attack (disorder)||||C0007787|SNOMEDCT|||
TIA|Transient ischemic attacks|C0007787|||C0007787|NCI;OMIM;SNOMEDCT|||
TIA|Transient ischemic attacks (disorder)||||C0007787|SNOMEDCT|||
TIA|Unspecified transient cerebral ischemia|C0917805|||C0917805|ICD9CM|||
TIA|attack ischemic transient||||C0007787|CHV|||
TIA|attacks ischemic transient||||C0007787|CHV|||
TIA|brain tia|C0007787|||C0007787|CHV|||
TIA|intermittent cerebral ischemia|C0917805;C1521728|||C0917805|CHV|||
TIA|ischemic attack transient||||C0007787|CHV|||
TIA|thin layer immunoassay||||||1|0.0179|
TIA|thymidine incorporation assay||||||1|0.0119|
TIA|tia|C0007787;C0917805;C1054154|||C1054154|NCBI|||
TIA|tia brain|C0007787|||C0007787|CHV|||
TIA|trabecular-iris angle||||||1|0.006|
TIA|transient cerebral ischemia|C0007787;C0917805|||C0007787;C0917805|CHV|||
TIA|transient cerebral ischemic attack|C0007787|||C0007787|AOD|||
TIA|transient ischaemic attack|C0007787|||C0007787|CHV|1|0.21|
TIA|transient ischaemic attacks|C0007787|||C0007787|CHV|||
TIA|transient ischemic attack|C0007787|1|1.000|C0007787|CHV;COSTAR;CSP;LNC;MEDLINEPLUS;MSH;MTH;MTHICD9;NCI;NDFRT;OMIM;SNOMEDCT|1|0.7053|1
TIA|transient ischemic attack (TIA)|C0007787|||C0007787|CHV|||
TIA|transient ischemic attacks|C0007787|||C0007787|CHV|||
TIA|trypsin inhibitor activity|C1152594|||||1|0.0179|
TIA|tumor-induced angiogenesis||||||||1
TIA|turbidimetric immunoassay||||||1|0.0179|
TIBC|Serum Total Iron-Binding Capacity result|C0036835|||C0036835|MTH|||
TIBC|Serum iron and total iron binding capacity||||||1|0.0753|
TIBC|tibc|C0036835|||C0036835|CHV|||
TIBC|total iron binding capacity|C0700379;C1283048|||C0700379;C1283048|CHV;NCI;SNOMEDCT|||
TIBC|total iron binding capacity (TIBC) test||||C0036835|CHV|||
TIBC|total iron-binding capacity|C0700379;C1283048|1|1.000|||1|0.9247|1
TIMI|Thrombolysis in Myocardial Infarction trial||||||1|0.0327|
TIMI|Thrombolysis in Myocardial Ischemia||||||1|0.0184|
TIMI|thrombolysis in myocardial infarction||1|1.000|||1|0.949|
TIPS|Portasystemic Shunt, Transjugular Intrahepatic|C0339897;C1301416|||C0339897|MSH|||
TIPS|Portosystemic Shunt, Transjugular Intrahepatic|C0339897;C1301416|||C0339897|MSH|||
TIPS|Shunt, Transjugular Intrahepatic Portasystemic|C0339897;C1301416|||C0339897|MSH|||
TIPS|Shunt, Transjugular Intrahepatic Portosystemic|C0339897;C1301416|||C0339897|MSH|||
TIPS|TIPS|C0339897|||C0339897|MSH;MTHICD9|||
TIPS|TIPS - Transjugular intrahepatic portosystemic shunt||||C0339897|SNOMEDCT|||
TIPS|TIPSS|C0339897|||C0339897|MSH|||
TIPS|Tonoplast intrinsic proteins||||||1|0.0109|
TIPS|Transjugular Intrahepatic Portasystemic Shunt|C0339897;C1301416|||C0339897|MSH|||
TIPS|Transjugular intrahepatic portosystemic shunt|C0339897;C1301416|||C0339897|MTHICD9;SNOMEDCT|1|0.9176|
TIPS|Transjugular intrahepatic portosystemic shunt (procedure)|C0339897|||C0339897|SNOMEDCT|||
TIPS|Transjugular intrahepatic portosystemic shunt procedure|C0339897|||C0339897|MTH|||
TIPS|transjugular intrahepatic portosystemic shunt|C0339897;C1301416|1|1.000|C0339897;C1301416|LNC;MTHICD9;SNOMEDCT|||1
TIPS|transjugular intrahepatic portosystemic shunting||||||1|0.0373|
TIPS|transjugular intrahepatic portosystemic stent-shunt||||||1|0.0342|
TIPS|transvenous intrahepatic portosystemic shunt||||||||1
TKA|total knee arthroplasty|C0086511|1|1.000|C0086511|CHV;COSTAR|1|0.9871|1
TKA|total knee arthroscopy||||||||1
TKA|transketolase activity|C1152029|||||||1
TKA|trochanter-knee-ankle||||||||1
TKA|tyrosine kinase activity||||||1|0.0129|1
TLSO|thoracolumbar spinal orthosis||||||||1
TLSO|thoracolumbosacral orthosis||1|1.000|||||1
TMJ|Articulatio temporomandibularis|C0039493|||C0039493|FMA;UWDA|||
TMJ|Costen Syndrome|C0039496|||C0039496|MSH|||
TMJ|Costen's Syndrome|C0039496|||C0039496|COSTAR;MSH;NDFRT|||
TMJ|Costen's complex||||C0039496|SNOMEDCT|||
TMJ|Costen's syndrome|C0039496|||C0039496|CSP;SNOMEDCT|||
TMJ|Costen's syndrome (disorder)||||C0039496|SNOMEDCT|||
TMJ|Costens Syndrome|C0039496|||C0039496|MSH|||
TMJ|JAW JOINT|C0039493|||C0039493|NCI|||
TMJ|Jaw Joint|C0039493|||C0039493|NCI|||
TMJ|Jaw snapping||||C0039496|SNOMEDCT|||
TMJ|Joint Syndrome, Temporomandibular|C0039496|||C0039496|MSH|||
TMJ|Joint, Temporomandibular|C0039493;C1269048|||C0039493|MSH|||
TMJ|Joints, Temporomandibular|C0039493|||C0039493|MSH|||
TMJ|Mandibular dysfunction|C0039496|||C0039496|SNOMEDCT|||
TMJ|Myofascial Pain Dysfunction Syndrome, Temporomandibular Joint|C0039496|||C0039496|MSH;NDFRT|||
TMJ|Myofascial pain - dysfunction syndrome of TMJ|C0039496|||C0039496|SNOMEDCT|||
TMJ|PAIN-DYSFUNCTION SYNDROME|C0039496|||C0039496|DXP|||
TMJ|Snapping jaw|C0039496|||C0039496|SNOMEDCT|||
TMJ|Syndrome, Costen's|C0039496|||C0039496|MSH|||
TMJ|Syndrome, TMJ|C0039496|||C0039496|MSH|||
TMJ|Syndrome, Temporomandibular Joint|C0039496|||C0039496|MSH|||
TMJ|TEMPOROMANDIBULAR JOINT PAIN-DYSFUNCTION SYNDROME|C0039496|||C0039496|DXP|||
TMJ|TEMPOROMANDIBULAR JOINT SYNDROME|C0039496|||C0039496|COSTAR;DXP|||
TMJ|TEMPOROMANDIBULAR JOINT-PAIN-DYSFUNCTION SYNDROME|C0039496|||C0039496|MTH|||
TMJ|TMD||||C0039496|MEDLINEPLUS|||
TMJ|TMJ||||C0039493;C0039496|CHV;DXP;MEDLINEPLUS;MSH;MTH;NCI|||
TMJ|TMJ SYNDROME|C0039496|||C0039496|DXP;MTH|||
TMJ|TMJ Syndrome|C0039496|||C0039496|MSH;NDFRT|||
TMJ|TMJ syndrome|C0039496|||C0039496|CSP;MEDLINEPLUS;SNOMEDCT|||
TMJ|TMJ-pain-dysfunction syndrome|C0039496|||C0039496|MTHICD9|||
TMJ|TMJPDS - Temporomandibular joint pain dysfunction syndrome|C0039496|||C0039496|SNOMEDCT|||
TMJ|Temporomandibular Joint|C0039493;C1269048|||C0039493|MSH;MTH;NCI|||
TMJ|Temporomandibular Joint Dysfunction|C0039496|||C0039496|MEDLINEPLUS|||
TMJ|Temporomandibular Joint Dysfunction Syndrome|C0039496|||C0039496|MSH;MTH;NCI;NDFRT|||
TMJ|Temporomandibular Joint Dysfunction Syndrome [Disease/Finding]||||C0039496|NDFRT|||
TMJ|Temporomandibular Joint Syndrome|C0039496|||C0039496|MSH;NDFRT|||
TMJ|Temporomandibular Joints|C0039493|||C0039493|MSH|||
TMJ|Temporomandibular joint|C0039493;C1269048|||C0039493|FMA;LCH;LNC;SNOMEDCT;UWDA|||
TMJ|Temporomandibular joint dis.||||C0039496|SNOMEDCT|||
TMJ|Temporomandibular joint dysf.||||C0039496|SNOMEDCT|||
TMJ|Temporomandibular joint pain dysfunction syndrome|C0039496|||C0039496|SNOMEDCT|||
TMJ|Temporomandibular joint structure|C0039493|||C0039493|SNOMEDCT|||
TMJ|Temporomandibular joint structure (body structure)||||C0039493|SNOMEDCT|||
TMJ|Temporomandibular joint syndrome|C0039496|||C0039496|SNOMEDCT|||
TMJ|Temporomandibular joint syndrome, NOS|C0039496|||C0039496|SNOMEDCT|||
TMJ|Temporomandibular joint, NOS|C0039493;C1269048|||C0039493|SNOMEDCT|||
TMJ|Temporomandibular joint-pain-dysfunction syndrome|C0039496|||C0039496|MTHICD9;SNOMEDCT|||
TMJ|Temporomandibular joint-pain-dysfunction syndrome (disorder)||||C0039496|SNOMEDCT|||
TMJ|Temporomandibular joints|C0039493|||C0039493|LNC|||
TMJ|Temporomandibular synd.||||C0039496|SNOMEDCT|||
TMJ|Temporomandibular syndrome||||C0039496|SNOMEDCT|||
TMJ|costen syndrome|C0039496|||C0039496|CHV|||
TMJ|costen's syndrome|C0039496|||C0039496|CHV|||
TMJ|costens syndrome|C0039496|||C0039496|CHV|||
TMJ|dysfunction tmj|C0039496|||C0039496|CHV|||
TMJ|jaw joint|C0039493|||C0039493|CHV|||
TMJ|jaw snap|C0039496|||C0039496|CHV|||
TMJ|jaw snapping||||C0039496|CHV|||
TMJ|jaw snaps|C0039496|||C0039496|CHV|||
TMJ|mandibular dysfunction|C0039496|||C0039496|CHV|||
TMJ|pain-dysfunction syndrome|C0039496|||C0039496|CHV|||
TMJ|syndrome tmj|C0039496|||C0039496|CHV|||
TMJ|temporomandibular||||||1|0.0053|
TMJ|temporomandibular dysfunction syndrome|C0039496|||C0039496|CSP|||
TMJ|temporomandibular joint|C0039493;C1269048|1|1.000|C0039493;C1269048|CHV;CSP;FMA;LCH;LNC;MSH;MTH;NCI;SNOMEDCT;UWDA|1|0.9947|1
TMJ|temporomandibular joint (TMJ)|C0039493;C1269048|||C0039493|CHV|||
TMJ|temporomandibular joint syndrome|C0039496|||C0039496|CHV;CSP|||
TMJ|tmj dysfunction|C0039496|||C0039496|CHV|||
TMJ|tmj syndrome|C0039496|||C0039496|CHV|||
TMJ|tmj temporomandibular joint|C0039493;C1269048|||C0039493|CHV|||
TM|Ear Drum|C0041445|||C0041445|NCI|||
TM|Ear drum|C0041445|||C0041445|FMA;SNOMEDCT;UWDA|||
TM|Ear drum, NOS|C0041445|||C0041445|SNOMEDCT|||
TM|Eardrum|C0041445|||C0041445|MSH;NCI;SNOMEDCT|||
TM|Eardrums|C0041445|||C0041445|MSH|||
TM|Landsat Thematic Mapper||||||1|0.005|
TM|Lateral wall of tympanic cavity|C0041445|||C0041445|FMA;UWDA|||
TM|Meditation, Transcendental|C0150814|||C0150814|MSH|||
TM|Membrana Tympanica|C0041445|||C0041445|NCI|||
TM|Membrana tympanica|C0041445|||C0041445|FMA;UWDA|||
TM|Membrane, Tympanic|C0041445;C1268971|||C0041445|MSH;NCI|||
TM|Membranes, Tympanic|C0041445|||C0041445|MSH|||
TM|Membranous wall of tympanic cavity|C0041445|||C0041445|FMA;UWDA|||
TM|Molybdate(2-), tetrathioxo-, (T-4)-||||C0076339|MSH|||
TM|Paries membranaceus cavi tympani|C0041445|||C0041445|FMA|||
TM|Rivinus' membrane|C0041445|||C0041445|FMA;UWDA|||
TM|TKM|C0041403|||C0041403|NCI|||
TM|TM||||C0040722;C0041403;C0041445;C0076339;C0150814|MSH;NCI;PDQ|||
TM|TRANSM||||C0040722|MSH|||
TM|TTM cpd|C0076339|||C0076339|MSH|||
TM|TURKMENISTAN|C0041403|||C0041403|NCI|||
TM|TX||||C0041403|NCI|||
TM|TYMPANIC MEMBRANE|C0041445;C1268971|||C0041445|NCI|||
TM|Tamoxifen|C0039286|||||1|0.0037|
TM|Tetrathiomolybdate|C0076339|||C0076339|SNOMEDCT|||
TM|Tetrathiomolybdate (substance)||||C0076339|SNOMEDCT|||
TM|Tetrathiomolybdic acid|C0076339|||C0076339|SNOMEDCT|||
TM|Thayer-Martin||||||||1
TM|Thrombotic microangiopathy|C2717961|||||1|0.0067|
TM|Tibetan medicine||||||||1
TM|Transcendental Meditation|C0150814|||C0150814|MSH;MTH;NCI|||1
TM|Transcendental Meditation Therapy|C0150814;C0204530|||C0150814|NCI|||
TM|Transcendental meditation|C0150814|||C0150814|SNOMEDCT|||
TM|Transcendental meditation (religion/philosophy)||||C0150814|SNOMEDCT|||
TM|Tunicamycin|C0041385|||||1|0.0383|
TM|Turkmen S.S.R.|C0041403|||C0041403|LCH;MSH|||
TM|Turkmen SSR||||C0041403|MSH|||
TM|Turkmenistan|C0041403|||C0041403|AOD;MSH;MTH;NCI;SNOMEDCT|||
TM|Turkmenistan (geographic location)||||C0041403|SNOMEDCT|||
TM|Tympanic Membrane|C0041445;C1268971|||C0041445|MSH;NCI|||
TM|Tympanic Membranes|C0041445|||C0041445|MSH|||
TM|Tympanic membrane|C0041445;C1268971|||C0041445|FMA;LCH;LNC;SNOMEDCT;UWDA|||
TM|Tympanic membrane structure|C0041445|||C0041445|MTH;SNOMEDCT|||
TM|Tympanic membrane structure (body structure)||||C0041445|SNOMEDCT|||
TM|Tympanic membrane, NOS|C0041445;C1268971|||C0041445|SNOMEDCT|||
TM|alpha-tropomyosin|C0002317|||||1|0.006|
TM|capacity|C1516240|||||1|0.0037|
TM|disease transmission qualifier|C0040722|||C0040722|MTH|||
TM|ear drum|C0041445|||C0041445|CSP|||
TM|eardrum|C0041445|||C0041445|AOD;CHV|||
TM|eardrums|C0041445|||C0041445|CHV|||
TM|melting point|C1881775|||||1|0.0033|
TM|melting temperature||||||1|0.0659|1
TM|method|C0025663;C0449851;C0871511|||||1|0.003|
TM|midpoint||||||1|0.003|
TM|muscle|C0026845|||||1|0.0037|
TM|neurons of the tuberomammillary||||||1|0.0007|
TM|phase transition|C1257888|||||1|0.0023|
TM|phase transition temperature||||||1|0.023|
TM|seven-transmembrane||||||1|0.0037|
TM|tail moment||||||1|0.0043|
TM|tectorial membrane|C0039432;C1289393|||||1|0.0163|1
TM|telangiectatic matting||||||||1
TM|temperature by mouth||||||||1
TM|temperature, muscle||||||||1
TM|temporalis muscle|C0039487;C1275494|||||||1
TM|temporomandibular||||||1|0.01|1
TM|teres major||||||||1
TM|term milk||||||||1
TM|testicular microlithiasis|C1864873|||||1|0.009|
TM|tetrathiomolybdate|C0076339|||C0076339|CHV;MSH;MTH;PDQ|1|0.0073|
TM|thalassaemia major|C0002875|||||1|0.006|
TM|thalassemia major|C0002875|||||1|0.011|1
TM|thrombomodulin|C0145779;C0373785;C1420720|||||1|0.2079|1
TM|thulium|C0040066|||||||1
TM|time and modifying||||||||1
TM|time motion||||||||1
TM|time required to complete M phase of cell cycle||||||||1
TM|timolol maleate|C0087093|||||1|0.0033|
TM|tooth mobility|C0040445|||||1|0.0037|
TM|trabecular meshwork|C0040573;C1281294|||||1|0.0619|1
TM|trademark|C0282291|||||||1
TM|transcendental Meditation|C0150814|||||1|0.021|
TM|transcendental meditation|C0150814|||C0150814|AOD;MSH;MTH;NCI;SNOMEDCT|||
TM|transformed migraine|C1960870|||||1|0.0057|
TM|transgenic mice|C0025936|||||1|0.0037|
TM|transitional mucosa||||||1|0.004|1
TM|transmediastinal||||||||1
TM|transmembrane|C1167322;C2752508|||||1|0.2176|
TM|transmembrane domain|C1519623|||||1|0.0346|
TM|transmembrane glycoprotein|C1415205|||||1|0.0043|
TM|transmembrane protein|C0021699|||||1|0.009|
TM|transmembrane region|C1519623|||||1|0.004|
TM|transmembrane segment||||||1|0.0126|
TM|transmembrane subunit||||||1|0.003|
TM|transmetatarsal||||||||1
TM|transmission|C0040722;C0242781;C1521797|||C0040722|MSH|||
TM|transport maximum||||||1|0.0113|1
TM|transport mechanism||||||||1
TM|transport medium||||||||1
TM|transverse myelitis|C0026976|||||1|0.008|1
TM|treadmill|C0184069;C2712999|||||1|0.0143|1
TM|trimester|C0032982|||||||1
TM|tropical medicine|C0041186|||||||1
TM|tropomyosin|C0041197|||||1|0.0549|
TM|tuberculosis meningitis|C0041318|||||||1
TM|tuberculous meningitis|C0041318|||||1|0.004|
TM|tuberomamillary nucleus||||||1|0.0027|
TM|tuberomammillary nucleus|C0228377;C1289549|||||1|0.0077|
TM|tubular maximal||||||||1
TM|tubular maximum||||||||1
TM|tubular myelin|C0077483|||||1|0.0033|1
TM|tumor|C0027651;C1578706|||||||1
TM|tumor-bearing mice||||||||1
TM|tumour markers|C0041365;C1139415|||||1|0.0017|
TM|tunicamycin|C0041385|||C0041385|CHV;CSP;LCH;MSH;NDFRT|||
TM|turkmenistan|C0041403|||C0041403|CHV|||
TM|tympanic membrane|C0041445;C1268971|1|1.000|C0041445|CHV;CSP|1|0.0605|1
TM|tympanic membranes|C0041445|||C0041445|CHV|||
TM|tympanometric||||||||1
TOBI|Tobi|C0723764|||C0723764|RXNORM|||
TOBI|tobi|C0723764|||C0723764|CHV|||
TOBI|tobi [brand name]|C0723764|||C0723764|CHV|||
TOBI|tobramycin|C0040341|1|1.000|||||
TOBI|tobramycin solution for inhalation||||||||1
TOBI|toxin binding inhibition||||||1|1|
TPA|12 Myristoyl 13 acetylphorbol|C0039654|||C0039654|MSH|||
TPA|12 O Tetradecanoyl Phorbol 13 Acetate|C0039654|||C0039654|MSH|||
TPA|12-Myristoyl-13-acetylphorbol|C0039654|||C0039654|MSH;NDFRT|||
TPA|12-O-Tetra-decanoylphorbol-13-acetate||||||1|0.0106|
TPA|12-O-Tetradecanoyl Phorbol 13-Acetate|C0039654|||C0039654|MSH;NDFRT|||
TPA|12-O-tetra-decanoyl-phorbol-13-acetate||||||1|0.0053|
TPA|12-O-tetradecanoyl-13-acetate||||||1|0.0095|
TPA|12-O-tetradecanoylphorbol 13-acetate|C0039654|||||||1
TPA|12-O-tetradecanoylphorbol-13-acetate|C0039654|||C0039654|NCI;PDQ|||
TPA|12-tetradecanoyl-phorbol-13-acetate||||||1|0.0071|
TPA|12-tetradecanoylphorbol-13-acetate||||||1|0.0065|
TPA|13-Acetate, 12-O-Tetradecanoyl Phorbol|C0039654|||C0039654|MSH|||
TPA|ALTEPLASE|C0032143|||C0032143|NCI;NDFRT;VANDF|||
TPA|ALTEPLASE,RECOMBINANT||||C0032143|NDFRT;VANDF|||
TPA|Acetate, Phorbol Myristate|C0039654|||C0039654|MSH|||
TPA|Acetate, Tetradecanoylphorbol|C0039654|||C0039654|MSH|||
TPA|Activase|C0032143;C0701942|||C0032143|NCI|||
TPA|Alteplase|C0032143|||C0032143|MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT|||
TPA|Alteplase (product)||||C0032143|SNOMEDCT|||
TPA|Alteplase (substance)||||C0032143|SNOMEDCT|||
TPA|Alteplase - chemical||||C0032143|SNOMEDCT|||
TPA|Alteplase - chemical (substance)||||C0032143|SNOMEDCT|||
TPA|Myristate Acetate, Phorbol|C0039654|||C0039654|MSH|||
TPA|PLASMINOGEN ACTIVATOR, TISSUE|C0032143;C1367601|||C1367601|OMIM|||
TPA|PLAT||||C0032143;C1367601|HUGO;NCI;OMIM|||
TPA|PLAT Gene|C1367601|||C1367601|NCI|||
TPA|PLAT gene|C1367601|||C1367601|HUGO;MTH|||
TPA|PLAT wt Allele|C1706149|||C1706149|MTH;NCI|||
TPA|PMA|C0039654;C0048451;C2825188|||C0039654|NCI;PDQ|||
TPA|PMA (phorbol myristate acetate)||||C0039654|CSP|||
TPA|PMAS|C0039654|||C0039654|NCI|||
TPA|Phorbol 13-Acetate, 12-O-Tetradecanoyl|C0039654|||C0039654|MSH|||
TPA|Phorbol Myristate Acetate|C0039654|||C0039654|MSH;NCI;NDFRT;PDQ|||
TPA|Plasminogen Activator (Human Tissue-Type Protein Moiety)||||C0032143|NCI|||
TPA|Plasminogen Activator, Tissue|C0032143;C1367601|||C0032143|MSH|||
TPA|Plasminogen Activator, Tissue Gene|C1367601|||C1367601|NCI|||
TPA|Plasminogen Activator, Tissue Type|C0032143|||C0032143|MSH|||
TPA|Plasminogen Activator, Tissue wt Allele|C1706149|||C1706149|NCI|||
TPA|Plasminogen Activator, Tissue-Type|C0032143|||C0032143|MSH;NDFRT|||
TPA|Plasminogen activator tissue type|C0032143|||C0032143|LNC|||
TPA|Recombinant Tissue Plasminogen Activator|C0032143|||C0032143|NCI|||
TPA|T Plasminogen Activator|C0032143|||C0032143|MSH|||
TPA|T-PA|C0032143|||C0032143|SNOMEDCT|||
TPA|T-PA - tissue-type plasminogen activator|C0032143|||C0032143|SNOMEDCT|||
TPA|T-Plasminogen Activator|C0032143|||C0032143|MSH;NCI;NDFRT|||
TPA|T-plasminogen activator|C0032143|||C0032143|SNOMEDCT|||
TPA|T-plasminogen activator (substance)||||C0032143|SNOMEDCT|||
TPA|TPA|C0032143|||C0032143;C0039654;C1367601;C1706149|CSP;NCI;OMIM;PDQ|||
TPA|TPA (tetradecanoylphorbol acetate)||||C0039654|CSP|||
TPA|TPA (tissue plasminogen activator)||||C0032143|CSP|||
TPA|TTPA|C0032143;C1421223|||C0032143|MSH;NDFRT|||
TPA|Terephthalic acid|C0076117|||||1|0.0089|
TPA|Tetradecanoic acid, 9a-(acetyloxy)-1a,1b,4,4a,5,7a,7b,8,9,9a-decahydro-4a,7b-dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1H-cyclopropa(3,4)benz(1,2-e)azulen-9-yl ester, (1aR-(1aalpha,1bbeta,4abeta,7aalpha,7balpha,8alpha,9beta,9aalpha))-||||C0039654|MSH;NDFRT|||
TPA|Tetradecanoylphorbol Acetate|C0039654|||C0039654|MSH;MTH;NCI;NDFRT;PDQ|||
TPA|Tetradecanoylphorbol Acetate [Chemical/Ingredient]||||C0039654|NDFRT|||
TPA|Tisokinase|C0032143|||C0032143|MSH;NDFRT|||
TPA|Tissue Activator D 44|C0032143|||C0032143|MSH|||
TPA|Tissue Activator D-44|C0032143|||C0032143|MSH;NDFRT|||
TPA|Tissue Plasminogen Activator|C0032143;C1367601|||C0032143|MSH;NCI;NDFRT|||
TPA|Tissue Plasminogen Activator [Chemical/Ingredient]||||C0032143|NDFRT|||
TPA|Tissue Type Plasminogen Activator|C0032143|||C0032143|MSH|||
TPA|Tissue plasminogen activator|C0032143;C1367601|||C0032143|SNOMEDCT|||
TPA|Tissue plasminogen activator (substance)||||C0032143|SNOMEDCT|||
TPA|Tissue plasminogen activator preparation|C0032143|||C0032143|SNOMEDCT|||
TPA|Tissue plasminogen activator preparation (product)||||C0032143|SNOMEDCT|||
TPA|Tissue plasminogen activator preparation (substance)||||C0032143|SNOMEDCT|||
TPA|Tissue-Type Plasminogen Activator|C0032143|||C0032143|MSH;NCI;NDFRT|||
TPA|Tissue-type plasminogen activator|C0032143|||C0032143|SNOMEDCT|||
TPA|Tissue-type plasminogen activator preparation|C0032143|||C0032143|SNOMEDCT|||
TPA|Tpa|C0032143|||C1623117|GO|||
TPA|Treponema pallidum agglutination||||||||1
TPA|alteplase|C0032143|||C0032143|CHV|1|0.01|
TPA|phorbol 12-myristate 13-acetate||||||1|0.0727|
TPA|phorbol diester||||||1|0.0041|
TPA|phorbol ester|C0031586|||||1|0.1229|
TPA|phorbol ester 12-0-tetradecanoylphorbol-13-acetate||||||1|0.01|
TPA|phorbol ester 12-O-tetradecanoyl-phorbol-13-acetate||||||1|0.0644|
TPA|phorbol ester 12-O-tetradecanoylphorbol-13-acetate||||||1|0.2014|
TPA|plasminogen activator, tissue|C0032143;C1367601|||C1367601|HUGO|||
TPA|r-tPA|C0032143|||C0032143|NCI|||
TPA|recombinant tissue plasminogen activator|C0032143|||C0032143|NCI;PDQ|||
TPA|rt-PA|C0032143|||C0032143|NCI;PDQ;SNOMEDCT|||
TPA|rt-PA preparation|C0032143|||C0032143|SNOMEDCT|||
TPA|t-PA|C0032143|||C0032143|NCI;PDQ;SNOMEDCT|||
TPA|t-PA preparation|C0032143|||C0032143|SNOMEDCT|||
TPA|t-pa|C0032143|||C0032143|CHV|||
TPA|t-plasminogen activator|C0032143|||C0032143|CHV|||
TPA|tPA|C0032143|||C0032143|NCI;SNOMEDCT|||
TPA|tannic acid, polyphosphomolybdic acid, and amido acid||||||||1
TPA|taurine-pyruvate aminotransferase activity|C1623117|||C1623117|GO;MTH|||
TPA|taurine:pyruvate aminotransferase activity|C1623117|||C1623117|GO|||
TPA|temporary portacaval anastomosis||||||||1
TPA|temporopolar artery||||||||1
TPA|tetradecanoyl phorbol acetate|C0039654|||||1|0.0744|
TPA|tetradecanoylphorbol acetate|C0039654|||C0039654|CSP;NCI|1|0.0496|
TPA|tetradecanoylphorbol-13-acetate||||||1|0.0112|
TPA|texture profile analysis||||||1|0.0071|
TPA|third-party administrator||||||||1
TPA|thrombotic pulmonary artery||||||||1
TPA|time-resolved phosphorescence anisotropy||||||1|0.0083|
TPA|tissue plasminogen activator|C0032143;C1367601|1|0.998|C0032143|CHV;CSP;NCI|||1
TPA|tissue polypeptide antigen|C0076729|||C0076729|LNC;MSH;MTH;NDFRT;SNOMEDCT|||1
